B0101 B0101,0.0 0.0,0.0 0.0.1,INDIA INDIA,Total Total,10-14 15-19,132709212.0 120526449.0,69418835.0 63982396.0,63290377.0 56544053.0,3244439.0 17703310.0,2033172.0 12721891.0,1211267.0 4981419.0,1542262.0 3054963.0,779362.0 1645507.0,762900.0 1409456.0,2808324.0 9458107.0,1450309.0 5330282.0,1358015.0 4127825.0,1263407.0 6501739.0,726515.0 4165965.0,536892.0 2335774.0,125114187.0 90310069.0,65155992.0 44284716.0,59958195.0 46025353.0,2853891.0 15134928.0,1577333.0 8423500.0,1276558.0 6711428.0
B0101,20.0,0.0,State - JHARKHAND (20),Urban,60+,523817.0,276869.0,246948.0,112379.0,98915.0,13464.0,5159.0,3375.0,1784.0,19872.0,14433.0,5439.0,8526.0,6483.0,2043.0,386407.0,160146.0,226261.0,10012.0,5511.0,4501.0
B0101,21.0,0.0,State - ODISHA (21),Total,Total,41974218.0,21212136.0,20762082.0,10707543.0,8794413.0,1913130.0,1236903.0,497616.0,739287.0,5597143.0,2610626.0,2986517.0,3725906.0,2025159.0,1700747.0,24432629.0,9309481.0,15123148.0,2647989.0,1118027.0,1529962.0
B0101,21.0,0.0,State - ODISHA (21),Total,5-9,4074768.0,2085339.0,1989429.0,20538.0,11417.0,9121.0,13096.0,6307.0,6789.0,28766.0,14036.0,14730.0,9683.0,4844.0,4839.0,4012368.0,2053579.0,1958789.0,33571.0,17473.0,16098.0
B0101,21.0,0.0,State - ODISHA (21),Total,10-14,4348625.0,2203535.0,2145090.0,71549.0,44908.0,26641.0,67239.0,31602.0,35637.0,133228.0,63494.0,69734.0,81447.0,40616.0,40831.0,4076609.0,2063531.0,2013078.0,114443.0,62061.0,52382.0
B0101,21.0,0.0,State - ODISHA (21),Total,15-19,3925398.0,1972684.0,1952714.0,453042.0,332573.0,120469.0,173096.0,83986.0,89110.0,599836.0,314386.0,285450.0,494144.0,281014.0,213130.0,2699424.0,1241739.0,1457685.0,719947.0,392206.0,327741.0
B0101,21.0,0.0,State - ODISHA (21),Total,20-24,3783527.0,1870939.0,1912588.0,976844.0,777589.0,199255.0,173038.0,79502.0,93536.0,809700.0,424118.0,385582.0,643389.0,382108.0,261281.0,1823945.0,589730.0,1234215.0,696179.0,342288.0,353891.0
B0101,21.0,0.0,State - ODISHA (21),Total,25-29,3574037.0,1772876.0,1801161.0,1343396.0,1102230.0,241166.0,144858.0,57852.0,87006.0,763114.0,374171.0,388943.0,568983.0,323901.0,245082.0,1322669.0,238623.0,1084046.0,408669.0,156236.0,252433.0
B0101,21.0,0.0,State - ODISHA (21),Total,30-34,3102991.0,1542233.0,1560758.0,1374459.0,1131486.0,242973.0,117615.0,40194.0,77421.0,635616.0,277086.0,358530.0,443030.0,230680.0,212350.0,975301.0,93467.0,881834.0,215931.0,54967.0,160964.0
B0101,21.0,0.0,State - ODISHA (21),Total,35-39,3051188.0,1528685.0,1522503.0,1450006.0,1186718.0,263288.0,113067.0,36035.0,77032.0,620210.0,253906.0,366304.0,414514.0,205812.0,208702.0,867905.0,52026.0,815879.0,149556.0,24393.0,125163.0
B0101,21.0,0.0,State - ODISHA (21),Total,40-49,5025504.0,2600286.0,2425218.0,2500197.0,2062988.0,437209.0,181183.0,57752.0,123431.0,979746.0,400335.0,579411.0,601578.0,300457.0,301121.0,1364378.0,79211.0,1285167.0,161279.0,25308.0,135971.0
B0101,21.0,0.0,State - ODISHA (21),Total,50-59,3331532.0,1701815.0,1629717.0,1534666.0,1299118.0,235548.0,122829.0,40524.0,82305.0,579507.0,245231.0,334276.0,297140.0,153233.0,143907.0,1094530.0,116942.0,977588.0,76285.0,15671.0,60614.0
B0101,21.0,0.0,State - ODISHA (21),Total,60-69,2453586.0,1225484.0,1228102.0,723824.0,621172.0,102652.0,93616.0,41912.0,51704.0,332302.0,173587.0,158715.0,133291.0,78319.0,54972.0,1303844.0,388813.0,915031.0,49549.0,17662.0,31887.0
B0101,21.0,0.0,State - ODISHA (21),Total,70-79,1132870.0,563929.0,568941.0,191768.0,168034.0,23734.0,28825.0,17133.0,11692.0,82380.0,52146.0,30234.0,24531.0,16062.0,8469.0,829897.0,326616.0,503281.0,14049.0,5886.0,8163.0
B0101,21.0,0.0,State - ODISHA (21),Total,80+,397992.0,204857.0,193135.0,41423.0,35485.0,5938.0,5838.0,3696.0,2142.0,17944.0,10881.0,7063.0,6268.0,3775.0,2493.0,332787.0,154795.0,177992.0,3762.0,1619.0,2143.0
B0101,21.0,0.0,State - ODISHA (21),Total,Age not stated,119171.0,61347.0,57824.0,25831.0,20695.0,5136.0,2603.0,1121.0,1482.0,14794.0,7249.0,7545.0,7908.0,4338.0,3570.0,75943.0,32282.0,43661.0,4769.0,2257.0,2512.0
B0101,21.0,0.0,State - ODISHA (21),Total,15-59,25794177.0,12989518.0,12804659.0,9632610.0,7892702.0,1739908.0,1025686.0,395845.0,629841.0,4987729.0,2289233.0,2698496.0,3462778.0,1877205.0,1585573.0,10148152.0,2411738.0,7736414.0,2427846.0,1011069.0,1416777.0
B0101,21.0,0.0,State - ODISHA (21),Total,60+,3984448.0,1994270.0,1990178.0,957015.0,824691.0,132324.0,128279.0,62741.0,65538.0,432626.0,236614.0,196012.0,164090.0,98156.0,65934.0,2466528.0,870224.0,1596304.0,67360.0,25167.0,42193.0
B0101,21.0,0.0,State - ODISHA (21),Rural,Total,34970562.0,17586203.0,17384359.0,8623947.0,7045991.0,1577956.0,1185510.0,468828.0,716682.0,5294257.0,2426755.0,2867502.0,3560459.0,1914028.0,1646431.0,19866848.0,7644629.0,12222219.0,2108443.0,861961.0,1246482.0
B0101,21.0,0.0,State - ODISHA (21),Rural,5-9,3494942.0,1782516.0,1712426.0,16509.0,8998.0,7511.0,12834.0,6168.0,6666.0,23933.0,11487.0,12446.0,8413.0,4150.0,4263.0,3441666.0,1755863.0,1685803.0,28315.0,14641.0,13674.0
B0101,21.0,0.0,State - ODISHA (21),Rural,10-14,3705396.0,1872543.0,1832853.0,59879.0,36983.0,22896.0,65780.0,30789.0,34991.0,124107.0,58553.0,65554.0,77648.0,38414.0,39234.0,3455630.0,1746218.0,1709412.0,97429.0,52366.0,45063.0
B0101,21.0,0.0,State - ODISHA (21),Rural,15-19,3240171.0,1616989.0,1623182.0,379590.0,274738.0,104852.0,167210.0,80393.0,86817.0,568046.0,294526.0,273520.0,471675.0,266217.0,205458.0,2125325.0,967332.0,1157993.0,588148.0,317878.0,270270.0
B0101,21.0,0.0,State - ODISHA (21),Rural,20-24,3078847.0,1513663.0,1565184.0,794553.0,627920.0,166633.0,165363.0,74544.0,90819.0,762453.0,393187.0,369266.0,608564.0,357779.0,250785.0,1356478.0,418012.0,938466.0,528701.0,253213.0,275488.0
B0101,21.0,0.0,State - ODISHA (21),Rural,25-29,2918990.0,1446384.0,1472606.0,1072539.0,876551.0,195988.0,137895.0,53752.0,84143.0,719163.0,346058.0,373105.0,539767.0,303598.0,236169.0,989393.0,170023.0,819370.0,310490.0,112601.0,197889.0
B0101,21.0,0.0,State - ODISHA (21),Rural,30-34,2520189.0,1247203.0,1272986.0,1086427.0,888051.0,198376.0,111874.0,37093.0,74781.0,599822.0,255297.0,344525.0,422348.0,216619.0,205729.0,722066.0,66762.0,655304.0,169593.0,39549.0,130044.0
B0101,21.0,0.0,State - ODISHA (21),Rural,35-39,2487391.0,1242592.0,1244799.0,1151676.0,936395.0,215281.0,107617.0,33357.0,74260.0,587358.0,235274.0,352084.0,397362.0,194717.0,202645.0,640740.0,37566.0,603174.0,120027.0,17652.0,102375.0
B0101,21.0,0.0,State - ODISHA (21),Rural,40-49,4101912.0,2109121.0,1992791.0,1978717.0,1624322.0,354395.0,172727.0,53612.0,119115.0,930616.0,372418.0,558198.0,579768.0,286220.0,293548.0,1019852.0,58769.0,961083.0,135807.0,19186.0,116621.0
B0101,21.0,0.0,State - ODISHA (21),Rural,50-59,2751692.0,1383940.0,1367752.0,1223704.0,1030890.0,192814.0,118039.0,38091.0,79948.0,552832.0,229842.0,322990.0,288420.0,147539.0,140881.0,857117.0,85117.0,772000.0,66993.0,12320.0,54673.0
B0101,21.0,0.0,State - ODISHA (21),Rural,60-69,2121114.0,1051971.0,1069143.0,637636.0,547758.0,89878.0,90393.0,40049.0,50344.0,317965.0,164531.0,153434.0,129514.0,75729.0,53785.0,1075120.0,299633.0,775487.0,43646.0,14460.0,29186.0
B0101,21.0,0.0,State - ODISHA (21),Rural,70-79,980596.0,486817.0,493779.0,168626.0,148218.0,20408.0,27732.0,16424.0,11308.0,77932.0,49102.0,28830.0,23710.0,15488.0,8222.0,706306.0,273073.0,433233.0,12611.0,5167.0,7444.0
B0101,21.0,0.0,State - ODISHA (21),Rural,80+,337943.0,175428.0,162515.0,34530.0,29685.0,4845.0,5578.0,3518.0,2060.0,16611.0,10076.0,6535.0,5946.0,3590.0,2356.0,281224.0,132149.0,149075.0,3125.0,1328.0,1797.0
B0101,21.0,0.0,State - ODISHA (21),Rural,Age not stated,95210.0,48470.0,46740.0,19561.0,15482.0,4079.0,2468.0,1038.0,1430.0,13419.0,6404.0,7015.0,7324.0,3968.0,3356.0,59762.0,25546.0,34216.0,3558.0,1600.0,1958.0
B0101,21.0,0.0,State - ODISHA (21),Rural,15-59,21099192.0,10559892.0,10539300.0,7687206.0,6258867.0,1428339.0,980725.0,370842.0,609883.0,4720290.0,2126602.0,2593688.0,3307904.0,1772689.0,1535215.0,7710971.0,1803581.0,5907390.0,1919759.0,772399.0,1147360.0
B0101,21.0,0.0,State - ODISHA (21),Rural,60+,3439653.0,1714216.0,1725437.0,840792.0,725661.0,115131.0,123703.0,59991.0,63712.0,412508.0,223709.0,188799.0,159170.0,94807.0,64363.0,2062650.0,704855.0,1357795.0,59382.0,20955.0,38427.0
B0101,21.0,0.0,State - ODISHA (21),Urban,Total,7003656.0,3625933.0,3377723.0,2083596.0,1748422.0,335174.0,51393.0,28788.0,22605.0,302886.0,183871.0,119015.0,165447.0,111131.0,54316.0,4565781.0,1664852.0,2900929.0,539546.0,256066.0,283480.0
B0101,21.0,0.0,State - ODISHA (21),Urban,5-9,579826.0,302823.0,277003.0,4029.0,2419.0,1610.0,262.0,139.0,123.0,4833.0,2549.0,2284.0,1270.0,694.0,576.0,570702.0,297716.0,272986.0,5256.0,2832.0,2424.0
B0101,21.0,0.0,State - ODISHA (21),Urban,10-14,643229.0,330992.0,312237.0,11670.0,7925.0,3745.0,1459.0,813.0,646.0,9121.0,4941.0,4180.0,3799.0,2202.0,1597.0,620979.0,317313.0,303666.0,17014.0,9695.0,7319.0
B0101,21.0,0.0,State - ODISHA (21),Urban,15-19,685227.0,355695.0,329532.0,73452.0,57835.0,15617.0,5886.0,3593.0,2293.0,31790.0,19860.0,11930.0,22469.0,14797.0,7672.0,574099.0,274407.0,299692.0,131799.0,74328.0,57471.0
B0101,21.0,0.0,State - ODISHA (21),Urban,20-24,704680.0,357276.0,347404.0,182291.0,149669.0,32622.0,7675.0,4958.0,2717.0,47247.0,30931.0,16316.0,34825.0,24329.0,10496.0,467467.0,171718.0,295749.0,167478.0,89075.0,78403.0
B0101,21.0,0.0,State - ODISHA (21),Urban,25-29,655047.0,326492.0,328555.0,270857.0,225679.0,45178.0,6963.0,4100.0,2863.0,43951.0,28113.0,15838.0,29216.0,20303.0,8913.0,333276.0,68600.0,264676.0,98179.0,43635.0,54544.0
B0101,21.0,0.0,State - ODISHA (21),Urban,30-34,582802.0,295030.0,287772.0,288032.0,243435.0,44597.0,5741.0,3101.0,2640.0,35794.0,21789.0,14005.0,20682.0,14061.0,6621.0,253235.0,26705.0,226530.0,46338.0,15418.0,30920.0
B0101,21.0,0.0,State - ODISHA (21),Urban,35-39,563797.0,286093.0,277704.0,298330.0,250323.0,48007.0,5450.0,2678.0,2772.0,32852.0,18632.0,14220.0,17152.0,11095.0,6057.0,227165.0,14460.0,212705.0,29529.0,6741.0,22788.0
B0101,21.0,0.0,State - ODISHA (21),Urban,40-49,923592.0,491165.0,432427.0,521480.0,438666.0,82814.0,8456.0,4140.0,4316.0,49130.0,27917.0,21213.0,21810.0,14237.0,7573.0,344526.0,20442.0,324084.0,25472.0,6122.0,19350.0
B0101,21.0,0.0,State - ODISHA (21),Urban,50-59,579840.0,317875.0,261965.0,310962.0,268228.0,42734.0,4790.0,2433.0,2357.0,26675.0,15389.0,11286.0,8720.0,5694.0,3026.0,237413.0,31825.0,205588.0,9292.0,3351.0,5941.0
B0101,21.0,0.0,State - ODISHA (21),Urban,60-69,332472.0,173513.0,158959.0,86188.0,73414.0,12774.0,3223.0,1863.0,1360.0,14337.0,9056.0,5281.0,3777.0,2590.0,1187.0,228724.0,89180.0,139544.0,5903.0,3202.0,2701.0
B0101,21.0,0.0,State - ODISHA (21),Urban,70-79,152274.0,77112.0,75162.0,23142.0,19816.0,3326.0,1093.0,709.0,384.0,4448.0,3044.0,1404.0,821.0,574.0,247.0,123591.0,53543.0,70048.0,1438.0,719.0,719.0
B0101,21.0,0.0,State - ODISHA (21),Urban,80+,60049.0,29429.0,30620.0,6893.0,5800.0,1093.0,260.0,178.0,82.0,1333.0,805.0,528.0,322.0,185.0,137.0,51563.0,22646.0,28917.0,637.0,291.0,346.0
B0101,21.0,0.0,State - ODISHA (21),Urban,Age not stated,23961.0,12877.0,11084.0,6270.0,5213.0,1057.0,135.0,83.0,52.0,1375.0,845.0,530.0,584.0,370.0,214.0,16181.0,6736.0,9445.0,1211.0,657.0,554.0
B0101,21.0,0.0,State - ODISHA (21),Urban,15-59,4694985.0,2429626.0,2265359.0,1945404.0,1633835.0,311569.0,44961.0,25003.0,19958.0,267439.0,162631.0,104808.0,154874.0,104516.0,50358.0,2437181.0,608157.0,1829024.0,508087.0,238670.0,269417.0
B0101,21.0,0.0,State - ODISHA (21),Urban,60+,544795.0,280054.0,264741.0,116223.0,99030.0,17193.0,4576.0,2750.0,1826.0,20118.0,12905.0,7213.0,4920.0,3349.0,1571.0,403878.0,165369.0,238509.0,7978.0,4212.0,3766.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Total,Total,25545198.0,12832895.0,12712303.0,8241714.0,5597454.0,2644260.0,760551.0,280379.0,480172.0,3177960.0,1256033.0,1921927.0,2014640.0,983642.0,1030998.0,13364973.0,5699029.0,7665944.0,760563.0,331498.0,429065.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Total,5-9,2758758.0,1404079.0,1354679.0,9970.0,5322.0,4648.0,18616.0,9020.0,9596.0,11812.0,5754.0,6058.0,3098.0,1577.0,1521.0,2718360.0,1383983.0,1334377.0,12286.0,6404.0,5882.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Total,10-14,2884013.0,1461185.0,1422828.0,53914.0,31121.0,22793.0,94179.0,44901.0,49278.0,69282.0,31786.0,37496.0,36664.0,17972.0,18692.0,2666638.0,1353377.0,1313261.0,37118.0,19803.0,17315.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Total,15-19,2599842.0,1319451.0,1280391.0,433244.0,270022.0,163222.0,150908.0,71254.0,79654.0,336532.0,155959.0,180573.0,257362.0,134441.0,122921.0,1679158.0,822216.0,856942.0,204359.0,111286.0,93073.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Total,20-24,2389497.0,1193378.0,1196119.0,957506.0,634549.0,322957.0,109202.0,43541.0,65661.0,498948.0,217031.0,281917.0,371672.0,195585.0,176087.0,823841.0,298257.0,525584.0,224060.0,112120.0,111940.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Total,25-29,2057300.0,1049238.0,1008062.0,1106769.0,769329.0,337440.0,69366.0,22500.0,46866.0,425757.0,175040.0,250717.0,295263.0,150137.0,145126.0,455408.0,82369.0,373039.0,108041.0,41169.0,66872.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Total,30-34,1815058.0,898023.0,917035.0,1066115.0,717562.0,348553.0,54230.0,14712.0,39518.0,369158.0,134329.0,234829.0,243176.0,111876.0,131300.0,325555.0,31420.0,294135.0,55678.0,14127.0,41551.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Total,35-39,1779414.0,891265.0,888149.0,1097201.0,733460.0,363741.0,48761.0,12370.0,36391.0,354115.0,125305.0,228810.0,225225.0,101448.0,123777.0,279337.0,20130.0,259207.0,36666.0,7044.0,29622.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Total,40-49,2910927.0,1489376.0,1421551.0,1832530.0,1246150.0,586380.0,77366.0,19200.0,58166.0,550978.0,192156.0,358822.0,325892.0,146604.0,179288.0,450053.0,31870.0,418183.0,40426.0,7263.0,33163.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Total,50-59,1782300.0,899664.0,882636.0,1044124.0,731455.0,312669.0,56369.0,13705.0,42664.0,313116.0,110954.0,202162.0,159111.0,73976.0,85135.0,368691.0,43550.0,325141.0,19617.0,4144.0,15473.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Total,60-69,1277552.0,593292.0,684260.0,483877.0,340718.0,143159.0,55163.0,17470.0,37693.0,186901.0,76666.0,110235.0,76101.0,38096.0,38005.0,551611.0,158438.0,393173.0,15522.0,5376.0,10146.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Total,70-79,539578.0,249794.0,289784.0,121234.0,91806.0,29428.0,20704.0,8906.0,11798.0,47663.0,24183.0,23480.0,15550.0,8895.0,6655.0,349977.0,124899.0,225078.0,4767.0,1855.0,2912.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Total,80+,186779.0,85073.0,101706.0,29319.0,21870.0,7449.0,5233.0,2618.0,2615.0,11787.0,5949.0,5838.0,4416.0,2437.0,1979.0,140440.0,54636.0,85804.0,1570.0,694.0,876.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Total,Age not stated,23115.0,12107.0,11008.0,5911.0,4090.0,1821.0,454.0,182.0,272.0,1911.0,921.0,990.0,1110.0,598.0,512.0,14839.0,6914.0,7925.0,453.0,213.0,240.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Total,15-59,15334338.0,7740395.0,7593943.0,7537489.0,5102527.0,2434962.0,566202.0,197282.0,368920.0,2848604.0,1110774.0,1737830.0,1877701.0,914067.0,963634.0,4382043.0,1329812.0,3052231.0,688847.0,297153.0,391694.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Total,60+,2003909.0,928159.0,1075750.0,634430.0,454394.0,180036.0,81100.0,28994.0,52106.0,246351.0,106798.0,139553.0,96067.0,49428.0,46639.0,1042028.0,337973.0,704055.0,21859.0,7925.0,13934.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Rural,Total,19607961.0,9797426.0,9810535.0,6365271.0,4114031.0,2251240.0,714641.0,257120.0,457521.0,2983202.0,1151107.0,1832095.0,1894857.0,910029.0,984828.0,9544847.0,4275168.0,5269679.0,468164.0,198433.0,269731.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Rural,5-9,2206437.0,1117796.0,1088641.0,7720.0,4053.0,3667.0,18331.0,8870.0,9461.0,10245.0,4965.0,5280.0,2808.0,1431.0,1377.0,2170141.0,1099908.0,1070233.0,9431.0,4901.0,4530.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Rural,10-14,2289627.0,1155074.0,1134553.0,44542.0,24832.0,19710.0,91731.0,43523.0,48208.0,65173.0,29545.0,35628.0,35049.0,17031.0,18018.0,2088181.0,1057174.0,1031007.0,28449.0,14759.0,13690.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Rural,15-19,1998051.0,1009334.0,988717.0,360002.0,214425.0,145577.0,144068.0,67199.0,76869.0,318066.0,144825.0,173241.0,244360.0,126015.0,118345.0,1175915.0,582885.0,593030.0,144055.0,76944.0,67111.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Rural,20-24,1773929.0,885162.0,888767.0,765948.0,481286.0,284662.0,101473.0,39009.0,62464.0,469283.0,199159.0,270124.0,349367.0,180679.0,168688.0,437225.0,165708.0,271517.0,127391.0,62942.0,64449.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Rural,25-29,1508182.0,770527.0,737655.0,839999.0,554943.0,285056.0,63240.0,19233.0,44007.0,397545.0,158504.0,239041.0,275479.0,137250.0,138229.0,207398.0,37847.0,169551.0,52514.0,17616.0,34898.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Rural,30-34,1340001.0,656456.0,683545.0,800786.0,507263.0,293523.0,49377.0,12405.0,36972.0,344643.0,121532.0,223111.0,227275.0,102293.0,124982.0,145195.0,15256.0,129939.0,28882.0,5957.0,22925.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Rural,35-39,1329416.0,663342.0,666074.0,831973.0,527966.0,304007.0,44427.0,10571.0,33856.0,331071.0,113947.0,217124.0,210853.0,93230.0,117623.0,121945.0,10858.0,111087.0,20441.0,3331.0,17110.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Rural,40-49,2177475.0,1106658.0,1070817.0,1386556.0,895552.0,491004.0,71126.0,16587.0,54539.0,517044.0,175908.0,341136.0,306448.0,135715.0,170733.0,202749.0,18611.0,184138.0,25649.0,3908.0,21741.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Rural,50-59,1344622.0,667591.0,677031.0,791404.0,526186.0,265218.0,52885.0,12229.0,40656.0,295613.0,102494.0,193119.0,150975.0,69346.0,81629.0,204720.0,26682.0,178038.0,14262.0,2495.0,11767.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Rural,60-69,1017723.0,468696.0,549027.0,406333.0,281070.0,125263.0,52629.0,16361.0,36268.0,176865.0,71398.0,105467.0,72325.0,35850.0,36475.0,381896.0,99867.0,282029.0,11891.0,3568.0,8323.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Rural,70-79,431583.0,197992.0,233591.0,102675.0,76824.0,25851.0,19909.0,8481.0,11428.0,45052.0,22617.0,22435.0,14795.0,8420.0,6375.0,263947.0,90070.0,173877.0,3852.0,1419.0,2433.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Rural,80+,149241.0,68761.0,80480.0,23991.0,17558.0,6433.0,5035.0,2498.0,2537.0,11094.0,5550.0,5544.0,4183.0,2290.0,1893.0,109121.0,43155.0,65966.0,1115.0,489.0,626.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Rural,Age not stated,13987.0,7242.0,6745.0,3342.0,2073.0,1269.0,410.0,154.0,256.0,1508.0,663.0,845.0,940.0,479.0,461.0,8727.0,4352.0,4375.0,232.0,104.0,128.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Rural,15-59,11471676.0,5759070.0,5712606.0,5776668.0,3707621.0,2069047.0,526596.0,177233.0,349363.0,2673265.0,1016369.0,1656896.0,1764757.0,844528.0,920229.0,2495147.0,857847.0,1637300.0,413194.0,173193.0,240001.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Rural,60+,1598547.0,735449.0,863098.0,532999.0,375452.0,157547.0,77573.0,27340.0,50233.0,233011.0,99565.0,133446.0,91303.0,46560.0,44743.0,754964.0,233092.0,521872.0,16858.0,5476.0,11382.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Urban,Total,5937237.0,3035469.0,2901768.0,1876443.0,1483423.0,393020.0,45910.0,23259.0,22651.0,194758.0,104926.0,89832.0,119783.0,73613.0,46170.0,3820126.0,1423861.0,2396265.0,292399.0,133065.0,159334.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Urban,5-9,552321.0,286283.0,266038.0,2250.0,1269.0,981.0,285.0,150.0,135.0,1567.0,789.0,778.0,290.0,146.0,144.0,548219.0,284075.0,264144.0,2855.0,1503.0,1352.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Urban,10-14,594386.0,306111.0,288275.0,9372.0,6289.0,3083.0,2448.0,1378.0,1070.0,4109.0,2241.0,1868.0,1615.0,941.0,674.0,578457.0,296203.0,282254.0,8669.0,5044.0,3625.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Urban,15-19,601791.0,310117.0,291674.0,73242.0,55597.0,17645.0,6840.0,4055.0,2785.0,18466.0,11134.0,7332.0,13002.0,8426.0,4576.0,503243.0,239331.0,263912.0,60304.0,34342.0,25962.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Urban,20-24,615568.0,308216.0,307352.0,191558.0,153263.0,38295.0,7729.0,4532.0,3197.0,29665.0,17872.0,11793.0,22305.0,14906.0,7399.0,386616.0,132549.0,254067.0,96669.0,49178.0,47491.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Urban,25-29,549118.0,278711.0,270407.0,266770.0,214386.0,52384.0,6126.0,3267.0,2859.0,28212.0,16536.0,11676.0,19784.0,12887.0,6897.0,248010.0,44522.0,203488.0,55527.0,23553.0,31974.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Urban,30-34,475057.0,241567.0,233490.0,265329.0,210299.0,55030.0,4853.0,2307.0,2546.0,24515.0,12797.0,11718.0,15901.0,9583.0,6318.0,180360.0,16164.0,164196.0,26796.0,8170.0,18626.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Urban,35-39,449998.0,227923.0,222075.0,265228.0,205494.0,59734.0,4334.0,1799.0,2535.0,23044.0,11358.0,11686.0,14372.0,8218.0,6154.0,157392.0,9272.0,148120.0,16225.0,3713.0,12512.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Urban,40-49,733452.0,382718.0,350734.0,445974.0,350598.0,95376.0,6240.0,2613.0,3627.0,33934.0,16248.0,17686.0,19444.0,10889.0,8555.0,247304.0,13259.0,234045.0,14777.0,3355.0,11422.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Urban,50-59,437678.0,232073.0,205605.0,252720.0,205269.0,47451.0,3484.0,1476.0,2008.0,17503.0,8460.0,9043.0,8136.0,4630.0,3506.0,163971.0,16868.0,147103.0,5355.0,1649.0,3706.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Urban,60-69,259829.0,124596.0,135233.0,77544.0,59648.0,17896.0,2534.0,1109.0,1425.0,10036.0,5268.0,4768.0,3776.0,2246.0,1530.0,169715.0,58571.0,111144.0,3631.0,1808.0,1823.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Urban,70-79,107995.0,51802.0,56193.0,18559.0,14982.0,3577.0,795.0,425.0,370.0,2611.0,1566.0,1045.0,755.0,475.0,280.0,86030.0,34829.0,51201.0,915.0,436.0,479.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Urban,80+,37538.0,16312.0,21226.0,5328.0,4312.0,1016.0,198.0,120.0,78.0,693.0,399.0,294.0,233.0,147.0,86.0,31319.0,11481.0,19838.0,455.0,205.0,250.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Urban,Age not stated,9128.0,4865.0,4263.0,2569.0,2017.0,552.0,44.0,28.0,16.0,403.0,258.0,145.0,170.0,119.0,51.0,6112.0,2562.0,3550.0,221.0,109.0,112.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Urban,15-59,3862662.0,1981325.0,1881337.0,1760821.0,1394906.0,365915.0,39606.0,20049.0,19557.0,175339.0,94405.0,80934.0,112944.0,69539.0,43405.0,1886896.0,471965.0,1414931.0,275653.0,123960.0,151693.0
B0101,22.0,0.0,State - CHHATTISGARH (22),Urban,60+,405362.0,192710.0,212652.0,101431.0,78942.0,22489.0,3527.0,1654.0,1873.0,13340.0,7233.0,6107.0,4764.0,2868.0,1896.0,287064.0,104881.0,182183.0,5001.0,2449.0,2552.0
B0101,23.0,0.0,State - MADHYA PRADESH (23),Total,Total,72626809.0,37612306.0,35014503.0,22702119.0,16362065.0,6340054.0,1562488.0,638323.0,924165.0,7309526.0,3146582.0,4162944.0,4454051.0,2400133.0,2053918.0,41052676.0,17465336.0,23587340.0,2350175.0,1064309.0,1285866.0
