B0101 B0101,0.0 0.0,0.0 0.0.1,INDIA INDIA,Total Total,10-14 15-19,132709212.0 120526449.0,69418835.0 63982396.0,63290377.0 56544053.0,3244439.0 17703310.0,2033172.0 12721891.0,1211267.0 4981419.0,1542262.0 3054963.0,779362.0 1645507.0,762900.0 1409456.0,2808324.0 9458107.0,1450309.0 5330282.0,1358015.0 4127825.0,1263407.0 6501739.0,726515.0 4165965.0,536892.0 2335774.0,125114187.0 90310069.0,65155992.0 44284716.0,59958195.0 46025353.0,2853891.0 15134928.0,1577333.0 8423500.0,1276558.0 6711428.0
B0101,7.0,0.0,State - NCT OF DELHI (07),Urban,25-29,1629076.0,857612.0,771464.0,837010.0,714973.0,122037.0,6807.0,5159.0,1648.0,37057.0,27199.0,9858.0,20593.0,15780.0,4813.0,748202.0,110281.0,637921.0,115551.0,50288.0,65263.0
B0101,7.0,0.0,State - NCT OF DELHI (07),Urban,30-34,1400866.0,740024.0,660842.0,786584.0,682154.0,104430.0,4855.0,3338.0,1517.0,28378.0,20145.0,8233.0,14546.0,10973.0,3573.0,581049.0,34387.0,546662.0,52165.0,15737.0,36428.0
B0101,7.0,0.0,State - NCT OF DELHI (07),Urban,35-39,1287596.0,681717.0,605879.0,747365.0,642355.0,105010.0,4369.0,2816.0,1553.0,25621.0,17509.0,8112.0,12685.0,9360.0,3325.0,510241.0,19037.0,491204.0,32586.0,7297.0,25289.0
B0101,7.0,0.0,State - NCT OF DELHI (07),Urban,40-49,1962772.0,1060924.0,901848.0,1165092.0,999259.0,165833.0,5895.0,4016.0,1879.0,36509.0,25457.0,11052.0,15978.0,12267.0,3711.0,755276.0,32192.0,723084.0,32370.0,8996.0,23374.0
B0101,7.0,0.0,State - NCT OF DELHI (07),Urban,50-59,1171715.0,632118.0,539597.0,655127.0,561498.0,93629.0,2941.0,2116.0,825.0,17436.0,12417.0,5019.0,6287.0,5002.0,1285.0,496211.0,56087.0,440124.0,13145.0,6522.0,6623.0
B0101,7.0,0.0,State - NCT OF DELHI (07),Urban,60-69,726724.0,368676.0,358048.0,194510.0,171362.0,23148.0,2203.0,1657.0,546.0,9312.0,6768.0,2544.0,3176.0,2510.0,666.0,520699.0,188889.0,331810.0,7914.0,5186.0,2728.0
B0101,7.0,0.0,State - NCT OF DELHI (07),Urban,70-79,283578.0,142242.0,141336.0,36582.0,32570.0,4012.0,520.0,379.0,141.0,2105.0,1462.0,643.0,451.0,344.0,107.0,244371.0,107831.0,136540.0,1501.0,962.0,539.0
B0101,7.0,0.0,State - NCT OF DELHI (07),Urban,80+,110009.0,52379.0,57630.0,11783.0,10077.0,1706.0,149.0,108.0,41.0,772.0,515.0,257.0,175.0,122.0,53.0,97305.0,41679.0,55626.0,716.0,413.0,303.0
B0101,7.0,0.0,State - NCT OF DELHI (07),Urban,Age not stated,16185.0,8894.0,7291.0,4170.0,3531.0,639.0,46.0,31.0,15.0,325.0,215.0,110.0,106.0,77.0,29.0,11644.0,5117.0,6527.0,441.0,227.0,214.0
B0101,7.0,0.0,State - NCT OF DELHI (07),Urban,15-59,10794686.0,5800203.0,4994483.0,4915930.0,4223033.0,692897.0,38497.0,28068.0,10429.0,204459.0,146544.0,57915.0,106965.0,81947.0,25018.0,5635800.0,1402558.0,4233242.0,579495.0,293318.0,286177.0
B0101,7.0,0.0,State - NCT OF DELHI (07),Urban,60+,1120311.0,563297.0,557014.0,242875.0,214009.0,28866.0,2872.0,2144.0,728.0,12189.0,8745.0,3444.0,3802.0,2976.0,826.0,862375.0,338399.0,523976.0,10131.0,6561.0,3570.0
B0101,8.0,0.0,State - RAJASTHAN (08),Total,Total,68548437.0,35550997.0,32997440.0,21057968.0,15243537.0,5814431.0,1813037.0,646854.0,1166183.0,7015250.0,2406685.0,4608565.0,3662447.0,1743027.0,1919420.0,38662182.0,17253921.0,21408261.0,2166954.0,1044693.0,1122261.0
B0101,8.0,0.0,State - RAJASTHAN (08),Total,5-9,8042738.0,4258873.0,3783865.0,41380.0,22180.0,19200.0,44539.0,21519.0,23020.0,40757.0,19295.0,21462.0,9809.0,4837.0,4972.0,7916062.0,4195879.0,3720183.0,42871.0,23123.0,19748.0
B0101,8.0,0.0,State - RAJASTHAN (08),Total,10-14,8380518.0,4430696.0,3949822.0,210958.0,111405.0,99553.0,253851.0,120099.0,133752.0,256901.0,101720.0,155181.0,102354.0,47988.0,54366.0,7658808.0,4097472.0,3561336.0,142924.0,77566.0,65358.0
B0101,8.0,0.0,State - RAJASTHAN (08),Total,15-19,7314017.0,3889874.0,3424143.0,1257276.0,821945.0,435331.0,371896.0,175037.0,196859.0,856501.0,357896.0,498605.0,554146.0,295364.0,258782.0,4828344.0,2534996.0,2293348.0,642172.0,381843.0,260329.0
B0101,8.0,0.0,State - RAJASTHAN (08),Total,20-24,6426494.0,3377483.0,3049011.0,2662864.0,1922999.0,739865.0,249082.0,98834.0,150248.0,1094585.0,438386.0,656199.0,698347.0,381656.0,316691.0,2419963.0,917264.0,1502699.0,623184.0,345679.0,277505.0
B0101,8.0,0.0,State - RAJASTHAN (08),Total,25-29,5348497.0,2763059.0,2585438.0,2927241.0,2160896.0,766345.0,163063.0,46259.0,116804.0,928918.0,324011.0,604907.0,534627.0,262320.0,272307.0,1329275.0,231893.0,1097382.0,276320.0,111680.0,164640.0
B0101,8.0,0.0,State - RAJASTHAN (08),Total,30-34,4722683.0,2384569.0,2338114.0,2787315.0,2022284.0,765031.0,132929.0,29378.0,103551.0,817334.0,246710.0,570624.0,439432.0,191591.0,247841.0,985105.0,86197.0,898908.0,137297.0,34527.0,102770.0
B0101,8.0,0.0,State - RAJASTHAN (08),Total,35-39,4334564.0,2201790.0,2132774.0,2656133.0,1917579.0,738554.0,115468.0,23165.0,92303.0,729182.0,206752.0,522430.0,376783.0,155328.0,221455.0,833781.0,54294.0,779487.0,90628.0,16686.0,73942.0
B0101,8.0,0.0,State - RAJASTHAN (08),Total,40-49,6880759.0,3535428.0,3345331.0,4271969.0,3102493.0,1169476.0,176606.0,35398.0,141208.0,1100715.0,304075.0,796640.0,522664.0,213010.0,309654.0,1331469.0,93462.0,1238007.0,106599.0,19827.0,86772.0
B0101,8.0,0.0,State - RAJASTHAN (08),Total,50-59,4414257.0,2280873.0,2133384.0,2588393.0,1922490.0,665903.0,124329.0,28213.0,96116.0,652202.0,192964.0,459238.0,258756.0,110185.0,148571.0,1049333.0,137206.0,912127.0,52679.0,13020.0,39659.0
B0101,8.0,0.0,State - RAJASTHAN (08),Total,60-69,3030515.0,1473495.0,1557020.0,1180186.0,876056.0,304130.0,113944.0,37640.0,76304.0,380802.0,142392.0,238410.0,119278.0,56555.0,62723.0,1355583.0,417407.0,938176.0,32315.0,11998.0,20317.0
B0101,8.0,0.0,State - RAJASTHAN (08),Total,70-79,1494570.0,706027.0,788543.0,324344.0,253947.0,70397.0,49081.0,23063.0,26018.0,105482.0,51826.0,53656.0,26046.0,14520.0,11526.0,1015663.0,377191.0,638472.0,10180.0,4159.0,6021.0
B0101,8.0,0.0,State - RAJASTHAN (08),Total,80+,587053.0,252741.0,334312.0,70443.0,53463.0,16980.0,11350.0,5886.0,5464.0,21787.0,10449.0,11338.0,6108.0,3195.0,2913.0,483473.0,182943.0,300530.0,3295.0,1399.0,1896.0
B0101,8.0,0.0,State - RAJASTHAN (08),Total,Age not stated,269602.0,137515.0,132087.0,79466.0,55800.0,23666.0,6899.0,2363.0,4536.0,30084.0,10209.0,19875.0,14097.0,6478.0,7619.0,153153.0,69143.0,84010.0,6490.0,3186.0,3304.0
B0101,8.0,0.0,State - RAJASTHAN (08),Total,15-59,39441271.0,20433076.0,19008195.0,19151191.0,13870686.0,5280505.0,1333373.0,436284.0,897089.0,6179437.0,2070794.0,4108643.0,3384755.0,1609454.0,1775301.0,12777270.0,4055312.0,8721958.0,1928879.0,923262.0,1005617.0
B0101,8.0,0.0,State - RAJASTHAN (08),Total,60+,5112138.0,2432263.0,2679875.0,1574973.0,1183466.0,391507.0,174375.0,66589.0,107786.0,508071.0,204667.0,303404.0,151432.0,74270.0,77162.0,2854719.0,977541.0,1877178.0,45790.0,17556.0,28234.0
B0101,8.0,0.0,State - RAJASTHAN (08),Rural,Total,51500352.0,26641747.0,24858605.0,16173343.0,11069837.0,5103506.0,1720054.0,600940.0,1119114.0,6491836.0,2104692.0,4387144.0,3389435.0,1558293.0,1831142.0,27115119.0,12866278.0,14248841.0,1420171.0,696685.0,723486.0
B0101,8.0,0.0,State - RAJASTHAN (08),Rural,5-9,6326379.0,3336981.0,2989398.0,32201.0,16713.0,15488.0,43857.0,21169.0,22688.0,33541.0,15380.0,18161.0,7841.0,3734.0,4107.0,6216780.0,3283719.0,2933061.0,30616.0,16287.0,14329.0
B0101,8.0,0.0,State - RAJASTHAN (08),Rural,10-14,6537189.0,3446732.0,3090457.0,178201.0,88050.0,90151.0,249763.0,117907.0,131856.0,240846.0,92832.0,148014.0,95389.0,43573.0,51816.0,5868379.0,3147943.0,2720436.0,108007.0,56823.0,51184.0
B0101,8.0,0.0,State - RAJASTHAN (08),Rural,15-19,5496935.0,2918083.0,2578852.0,1050058.0,649602.0,400456.0,359387.0,167659.0,191728.0,803001.0,324157.0,478844.0,520855.0,271622.0,249233.0,3284489.0,1776665.0,1507824.0,471139.0,278619.0,192520.0
B0101,8.0,0.0,State - RAJASTHAN (08),Rural,20-24,4682761.0,2471674.0,2211087.0,2122141.0,1452423.0,669718.0,234448.0,90260.0,144188.0,1012510.0,385028.0,627482.0,645852.0,343074.0,302778.0,1313662.0,543963.0,769699.0,387007.0,220554.0,166453.0
B0101,8.0,0.0,State - RAJASTHAN (08),Rural,25-29,3832693.0,1981853.0,1850840.0,2213341.0,1540486.0,672855.0,150726.0,39942.0,110784.0,853780.0,277796.0,575984.0,490780.0,231368.0,259412.0,614846.0,123629.0,491217.0,150239.0,61805.0,88434.0
B0101,8.0,0.0,State - RAJASTHAN (08),Rural,30-34,3412817.0,1716111.0,1696706.0,2096146.0,1431796.0,664350.0,122673.0,24943.0,97730.0,752239.0,210810.0,541429.0,404314.0,168521.0,235793.0,441759.0,48562.0,393197.0,78472.0,19286.0,59186.0
B0101,8.0,0.0,State - RAJASTHAN (08),Rural,35-39,3130395.0,1585834.0,1544561.0,1991368.0,1358182.0,633186.0,105996.0,19467.0,86529.0,669910.0,176162.0,493748.0,346172.0,136298.0,209874.0,363121.0,32023.0,331098.0,53225.0,9789.0,43436.0
B0101,8.0,0.0,State - RAJASTHAN (08),Rural,40-49,4970472.0,2540662.0,2429810.0,3197489.0,2191737.0,1005752.0,163301.0,30074.0,133227.0,1016308.0,260542.0,755766.0,483283.0,188253.0,295030.0,593374.0,58309.0,535065.0,68029.0,12123.0,55906.0
B0101,8.0,0.0,State - RAJASTHAN (08),Rural,50-59,3201508.0,1636763.0,1564745.0,1935219.0,1358845.0,576374.0,116759.0,24945.0,91814.0,607056.0,168462.0,438594.0,240965.0,98640.0,142325.0,542474.0,84511.0,457963.0,36141.0,7889.0,28252.0
B0101,8.0,0.0,State - RAJASTHAN (08),Rural,60-69,2314649.0,1115148.0,1199501.0,972240.0,696266.0,275974.0,108817.0,35066.0,73751.0,356928.0,128403.0,228525.0,111286.0,51357.0,59929.0,876664.0,255413.0,621251.0,22857.0,7350.0,15507.0
B0101,8.0,0.0,State - RAJASTHAN (08),Rural,70-79,1160072.0,544470.0,615602.0,266669.0,203594.0,63075.0,47038.0,21825.0,25213.0,98056.0,47025.0,51031.0,24081.0,13187.0,10894.0,748309.0,272026.0,476283.0,7588.0,2932.0,4656.0
B0101,8.0,0.0,State - RAJASTHAN (08),Rural,80+,449071.0,193050.0,256021.0,54112.0,39455.0,14657.0,10739.0,5489.0,5250.0,19625.0,9111.0,10514.0,5482.0,2799.0,2683.0,364595.0,138995.0,225600.0,2145.0,901.0,1244.0
B0101,8.0,0.0,State - RAJASTHAN (08),Rural,Age not stated,214487.0,108656.0,105831.0,64158.0,42688.0,21470.0,6550.0,2194.0,4356.0,28036.0,8984.0,19052.0,13135.0,5867.0,7268.0,115743.0,54790.0,60953.0,4706.0,2327.0,2379.0
B0101,8.0,0.0,State - RAJASTHAN (08),Rural,15-59,28727581.0,14850980.0,13876601.0,14605762.0,9983071.0,4622691.0,1253290.0,397290.0,856000.0,5714804.0,1802957.0,3911847.0,3132221.0,1437776.0,1694445.0,7153725.0,2667662.0,4486063.0,1244252.0,610065.0,634187.0
B0101,8.0,0.0,State - RAJASTHAN (08),Rural,60+,3923792.0,1852668.0,2071124.0,1293021.0,939315.0,353706.0,166594.0,62380.0,104214.0,474609.0,184539.0,290070.0,140849.0,67343.0,73506.0,1989568.0,666434.0,1323134.0,32590.0,11183.0,21407.0
B0101,8.0,0.0,State - RAJASTHAN (08),Urban,Total,17048085.0,8909250.0,8138835.0,4884625.0,4173700.0,710925.0,92983.0,45914.0,47069.0,523414.0,301993.0,221421.0,273012.0,184734.0,88278.0,11547063.0,4387643.0,7159420.0,746783.0,348008.0,398775.0
B0101,8.0,0.0,State - RAJASTHAN (08),Urban,5-9,1716359.0,921892.0,794467.0,9179.0,5467.0,3712.0,682.0,350.0,332.0,7216.0,3915.0,3301.0,1968.0,1103.0,865.0,1699282.0,912160.0,787122.0,12255.0,6836.0,5419.0
B0101,8.0,0.0,State - RAJASTHAN (08),Urban,10-14,1843329.0,983964.0,859365.0,32757.0,23355.0,9402.0,4088.0,2192.0,1896.0,16055.0,8888.0,7167.0,6965.0,4415.0,2550.0,1790429.0,949529.0,840900.0,34917.0,20743.0,14174.0
B0101,8.0,0.0,State - RAJASTHAN (08),Urban,15-19,1817082.0,971791.0,845291.0,207218.0,172343.0,34875.0,12509.0,7378.0,5131.0,53500.0,33739.0,19761.0,33291.0,23742.0,9549.0,1543855.0,758331.0,785524.0,171033.0,103224.0,67809.0
B0101,8.0,0.0,State - RAJASTHAN (08),Urban,20-24,1743733.0,905809.0,837924.0,540723.0,470576.0,70147.0,14634.0,8574.0,6060.0,82075.0,53358.0,28717.0,52495.0,38582.0,13913.0,1106301.0,373301.0,733000.0,236177.0,125125.0,111052.0
B0101,8.0,0.0,State - RAJASTHAN (08),Urban,25-29,1515804.0,781206.0,734598.0,713900.0,620410.0,93490.0,12337.0,6317.0,6020.0,75138.0,46215.0,28923.0,43847.0,30952.0,12895.0,714429.0,108264.0,606165.0,126081.0,49875.0,76206.0
B0101,8.0,0.0,State - RAJASTHAN (08),Urban,30-34,1309866.0,668458.0,641408.0,691169.0,590488.0,100681.0,10256.0,4435.0,5821.0,65095.0,35900.0,29195.0,35118.0,23070.0,12048.0,543346.0,37635.0,505711.0,58825.0,15241.0,43584.0
B0101,8.0,0.0,State - RAJASTHAN (08),Urban,35-39,1204169.0,615956.0,588213.0,664765.0,559397.0,105368.0,9472.0,3698.0,5774.0,59272.0,30590.0,28682.0,30611.0,19030.0,11581.0,470660.0,22271.0,448389.0,37403.0,6897.0,30506.0
B0101,8.0,0.0,State - RAJASTHAN (08),Urban,40-49,1910287.0,994766.0,915521.0,1074480.0,910756.0,163724.0,13305.0,5324.0,7981.0,84407.0,43533.0,40874.0,39381.0,24757.0,14624.0,738095.0,35153.0,702942.0,38570.0,7704.0,30866.0
B0101,8.0,0.0,State - RAJASTHAN (08),Urban,50-59,1212749.0,644110.0,568639.0,653174.0,563645.0,89529.0,7570.0,3268.0,4302.0,45146.0,24502.0,20644.0,17791.0,11545.0,6246.0,506859.0,52695.0,454164.0,16538.0,5131.0,11407.0
B0101,8.0,0.0,State - RAJASTHAN (08),Urban,60-69,715866.0,358347.0,357519.0,207946.0,179790.0,28156.0,5127.0,2574.0,2553.0,23874.0,13989.0,9885.0,7992.0,5198.0,2794.0,478919.0,161994.0,316925.0,9458.0,4648.0,4810.0
B0101,8.0,0.0,State - RAJASTHAN (08),Urban,70-79,334498.0,161557.0,172941.0,57675.0,50353.0,7322.0,2043.0,1238.0,805.0,7426.0,4801.0,2625.0,1965.0,1333.0,632.0,267354.0,105165.0,162189.0,2592.0,1227.0,1365.0
B0101,8.0,0.0,State - RAJASTHAN (08),Urban,80+,137982.0,59691.0,78291.0,16331.0,14008.0,2323.0,611.0,397.0,214.0,2162.0,1338.0,824.0,626.0,396.0,230.0,118878.0,43948.0,74930.0,1150.0,498.0,652.0
B0101,8.0,0.0,State - RAJASTHAN (08),Urban,Age not stated,55115.0,28859.0,26256.0,15308.0,13112.0,2196.0,349.0,169.0,180.0,2048.0,1225.0,823.0,962.0,611.0,351.0,37410.0,14353.0,23057.0,1784.0,859.0,925.0
B0101,8.0,0.0,State - RAJASTHAN (08),Urban,15-59,10713690.0,5582096.0,5131594.0,4545429.0,3887615.0,657814.0,80083.0,38994.0,41089.0,464633.0,267837.0,196796.0,252534.0,171678.0,80856.0,5623545.0,1387650.0,4235895.0,684627.0,313197.0,371430.0
B0101,8.0,0.0,State - RAJASTHAN (08),Urban,60+,1188346.0,579595.0,608751.0,281952.0,244151.0,37801.0,7781.0,4209.0,3572.0,33462.0,20128.0,13334.0,10583.0,6927.0,3656.0,865151.0,311107.0,554044.0,13200.0,6373.0,6827.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Total,Total,199812341.0,104480510.0,95331831.0,44635492.0,37420299.0,7215193.0,4294074.0,2269659.0,2024415.0,16885149.0,10156804.0,6728345.0,9396375.0,6826277.0,2570098.0,133997626.0,54633748.0,79363878.0,8572759.0,4257744.0,4315015.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Total,5-9,25061717.0,13250331.0,11811386.0,288349.0,171429.0,116920.0,70753.0,37289.0,33464.0,319267.0,170993.0,148274.0,102950.0,57911.0,45039.0,24383348.0,12870620.0,11512728.0,219447.0,119866.0,99581.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Total,10-14,25869881.0,13679154.0,12190727.0,607952.0,416079.0,191873.0,255387.0,137784.0,117603.0,634998.0,357697.0,277301.0,260719.0,166949.0,93770.0,24371544.0,12767594.0,11603950.0,466314.0,276391.0,189923.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Total,15-19,23040380.0,12307573.0,10732807.0,2595613.0,2121962.0,473651.0,572535.0,339612.0,232923.0,1792309.0,1180328.0,611981.0,1152248.0,867583.0,284665.0,18079923.0,8665671.0,9414252.0,2463659.0,1528800.0,934859.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Total,20-24,17578648.0,9405485.0,8173163.0,4697767.0,4001356.0,696411.0,549519.0,323173.0,226346.0,2280691.0,1509826.0,770865.0,1519089.0,1170158.0,348931.0,10050671.0,3571130.0,6479541.0,2071178.0,1184117.0,887061.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Total,25-29,14579829.0,7466367.0,7113462.0,5431503.0,4599048.0,832455.0,491579.0,263181.0,228398.0,2150917.0,1346423.0,804494.0,1342943.0,1001389.0,341554.0,6505830.0,1257715.0,5248115.0,1096333.0,477739.0,618594.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Total,30-34,12954682.0,6431401.0,6523281.0,5334115.0,4469992.0,864123.0,442415.0,215675.0,226740.0,1933421.0,1129233.0,804188.0,1145235.0,819698.0,325537.0,5244731.0,616501.0,4628230.0,644357.0,214671.0,429686.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Total,35-39,12556222.0,6401231.0,6154991.0,5601040.0,4698500.0,902540.0,423698.0,205203.0,218495.0,1867062.0,1077414.0,789648.0,1073510.0,764037.0,309473.0,4664422.0,420114.0,4244308.0,482903.0,127998.0,354905.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Total,40-49,18681179.0,9777310.0,8903869.0,8835600.0,7449038.0,1386562.0,601914.0,289457.0,312457.0,2639443.0,1498899.0,1140544.0,1410858.0,999125.0,411733.0,6604222.0,539916.0,6064306.0,539595.0,130699.0,408896.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Total,50-59,12051169.0,6198118.0,5853051.0,5619576.0,4730877.0,888699.0,379307.0,176960.0,202347.0,1552491.0,848848.0,703643.0,720526.0,499205.0,221321.0,4499795.0,441433.0,4058362.0,270164.0,68632.0,201532.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Total,60-69,9545160.0,4927243.0,4617917.0,3623573.0,3061567.0,562006.0,319035.0,167948.0,151087.0,1096330.0,645794.0,450536.0,445822.0,317765.0,128057.0,4506222.0,1051934.0,3454288.0,201938.0,72950.0,128988.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Total,70-79,4082260.0,2173969.0,1908291.0,1231877.0,1058956.0,172921.0,118277.0,72470.0,45807.0,347145.0,225135.0,122010.0,117087.0,87211.0,29876.0,2384961.0,817408.0,1567553.0,56498.0,25450.0,31048.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Total,80+,1812484.0,935921.0,876563.0,416223.0,351978.0,64245.0,41180.0,25444.0,15736.0,127689.0,80873.0,46816.0,43919.0,31608.0,12311.0,1227392.0,477626.0,749766.0,22709.0,10921.0,11788.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Total,Age not stated,1622062.0,865933.0,756129.0,352304.0,289517.0,62787.0,28475.0,15463.0,13012.0,143386.0,85341.0,58045.0,61469.0,43638.0,17831.0,1097897.0,475612.0,622285.0,37664.0,19510.0,18154.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Total,15-59,111442109.0,57987485.0,53454624.0,38115214.0,32070773.0,6044441.0,3460967.0,1813261.0,1647706.0,14216334.0,8590971.0,5625363.0,8364409.0,6121195.0,2243214.0,55649594.0,15512480.0,40137114.0,7568189.0,3732656.0,3835533.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Total,60+,15439904.0,8037133.0,7402771.0,5271673.0,4472501.0,799172.0,478492.0,265862.0,212630.0,1571164.0,951802.0,619362.0,606828.0,436584.0,170244.0,8118575.0,2346968.0,5771607.0,281145.0,109321.0,171824.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Rural,Total,155317278.0,80992995.0,74324283.0,33538817.0,27812347.0,5726470.0,3920295.0,2008759.0,1911536.0,14491868.0,8531773.0,5960095.0,8152843.0,5893034.0,2259809.0,103366298.0,42640116.0,60726182.0,6063052.0,2970426.0,3092626.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Rural,5-9,20362456.0,10744603.0,9617853.0,223571.0,131318.0,92253.0,66108.0,34681.0,31427.0,239631.0,127378.0,112253.0,76716.0,42982.0,33734.0,19833146.0,10451226.0,9381920.0,168726.0,91558.0,77168.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Rural,10-14,20773940.0,10962322.0,9811618.0,464419.0,314673.0,149746.0,240200.0,128444.0,111756.0,508238.0,284620.0,223618.0,209044.0,134650.0,74394.0,19561083.0,10234585.0,9326498.0,353549.0,207155.0,146394.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Rural,15-19,17779084.0,9493418.0,8285666.0,1979174.0,1614767.0,364407.0,525486.0,306460.0,219026.0,1508514.0,989841.0,518673.0,978961.0,741699.0,237262.0,13765910.0,6582350.0,7183560.0,1794827.0,1116334.0,678493.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Rural,20-24,12989044.0,6927701.0,6061343.0,3512583.0,2969829.0,542754.0,493659.0,281885.0,211774.0,1926988.0,1256922.0,670066.0,1291973.0,996876.0,295097.0,7055814.0,2419065.0,4636749.0,1371325.0,782519.0,588806.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Rural,25-29,10860729.0,5531452.0,5329277.0,3998499.0,3348986.0,649513.0,444925.0,228776.0,216149.0,1847763.0,1130040.0,717723.0,1164290.0,863426.0,300864.0,4569542.0,823650.0,3745892.0,714453.0,301705.0,412748.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Rural,30-34,9810399.0,4825061.0,4985338.0,3944715.0,3255105.0,689610.0,402665.0,187779.0,214886.0,1683122.0,955222.0,727900.0,1009605.0,714935.0,294670.0,3779897.0,426955.0,3352942.0,459511.0,144602.0,314909.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Rural,35-39,9523701.0,4848208.0,4675493.0,4171378.0,3454377.0,717001.0,384657.0,178528.0,206129.0,1626574.0,913556.0,713018.0,947759.0,667745.0,280014.0,3341092.0,301747.0,3039345.0,352342.0,91447.0,260895.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Rural,40-49,13963513.0,7294887.0,6668626.0,6492535.0,5402911.0,1089624.0,544872.0,250595.0,294277.0,2286343.0,1259059.0,1027284.0,1241682.0,868778.0,372904.0,4639763.0,382322.0,4257441.0,400094.0,94695.0,305399.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Rural,50-59,9079291.0,4622965.0,4456326.0,4151304.0,3446748.0,704556.0,347226.0,155687.0,191539.0,1355257.0,717059.0,638198.0,639334.0,437314.0,202020.0,3225504.0,303471.0,2922033.0,207269.0,49463.0,157806.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Rural,60-69,7672441.0,3946605.0,3725836.0,2977733.0,2499762.0,477971.0,296727.0,152683.0,144044.0,978048.0,565197.0,412851.0,400979.0,283823.0,117156.0,3419933.0,728963.0,2690970.0,154601.0,51097.0,103504.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Rural,70-79,3325937.0,1776631.0,1549306.0,1038881.0,889623.0,149258.0,110420.0,66862.0,43558.0,309000.0,198730.0,110270.0,105364.0,78481.0,26883.0,1867636.0,621416.0,1246220.0,44812.0,19621.0,25191.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Rural,80+,1448090.0,754399.0,693691.0,337215.0,284355.0,52860.0,37963.0,23150.0,14813.0,109128.0,68627.0,40501.0,37476.0,27049.0,10427.0,963784.0,378267.0,585517.0,16209.0,7473.0,8736.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Rural,Age not stated,1172430.0,624380.0,548050.0,246810.0,199893.0,46917.0,25387.0,13229.0,12158.0,113262.0,65522.0,47740.0,49660.0,35276.0,14384.0,786971.0,345736.0,441235.0,25334.0,12757.0,12577.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Rural,15-59,84005761.0,43543692.0,40462069.0,28250188.0,23492723.0,4757465.0,3143490.0,1589710.0,1553780.0,12234561.0,7221699.0,5012862.0,7273604.0,5290773.0,1982831.0,40377522.0,11239560.0,29137962.0,5299821.0,2580765.0,2719056.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Rural,60+,12446468.0,6477635.0,5968833.0,4353829.0,3673740.0,680089.0,445110.0,242695.0,202415.0,1396176.0,832554.0,563622.0,543819.0,389353.0,154466.0,6251353.0,1728646.0,4522707.0,215622.0,78191.0,137431.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Urban,Total,44495063.0,23487515.0,21007548.0,11096675.0,9607952.0,1488723.0,373779.0,260900.0,112879.0,2393281.0,1625031.0,768250.0,1243532.0,933243.0,310289.0,30631328.0,11993632.0,18637696.0,2509707.0,1287318.0,1222389.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Urban,5-9,4699261.0,2505728.0,2193533.0,64778.0,40111.0,24667.0,4645.0,2608.0,2037.0,79636.0,43615.0,36021.0,26234.0,14929.0,11305.0,4550202.0,2419394.0,2130808.0,50721.0,28308.0,22413.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Urban,10-14,5095941.0,2716832.0,2379109.0,143533.0,101406.0,42127.0,15187.0,9340.0,5847.0,126760.0,73077.0,53683.0,51675.0,32299.0,19376.0,4810461.0,2533009.0,2277452.0,112765.0,69236.0,43529.0
B0101,9.0,0.0,State - UTTAR PRADESH (09),Urban,15-19,5261296.0,2814155.0,2447141.0,616439.0,507195.0,109244.0,47049.0,33152.0,13897.0,283795.0,190487.0,93308.0,173287.0,125884.0,47403.0,4314013.0,2083321.0,2230692.0,668832.0,412466.0,256366.0
